"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"0","322945298382614149686075531100335243266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.2650615191106294, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -3.525630390461547, -0.04065511690052949, -2.442646888439493, 3.4522431399240863, 4.133757702439462]","0.17566604700753552"
"1","322949258998458237760311832362412539906","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.42854803331795766, -0.03999175891723281, -0.9365251611257145, -0.006375898209701249, 0.4362530157992837, 0.09303498114853015, -0.23401237292774243, -0.8337741387710952, -0.5443623425466392]","0.041303195185786845"
"1","322952145280418632410829549010672549890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.07449051707338399, -1.0488162465408597, -0.006375898209701249, -1.6828939224332535, -0.00723259238826458, 0.14678668147083523, 1.3092345005764954, 1.0150110057820614]","0.1853856201549473"
"1","322955087022092787045684397297548525570","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 2.4322074013286397, -0.006375898209701249, 0.06770572219362504, -0.029514275396441185, 2.431581007862301, 0.9365373459073493, -0.46639367513020413]","0.37475351553750913"
"1","322958182466402219352654993217538883586","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, 0.5283898392006984, 0.12645750566079506, -0.310172183807458, -0.8803612831047384, -0.5443623425466392]","0.02829671343598117"
"0","322970832827110871939438554380089032706","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.07449051707338399, -0.5996519048802791, 0.018007846896054197, -0.4851152182148629, 0.15430960942101582, -0.9194506708451822, 0.2843173252363434, 0.7031363361163212]","0.08700729299689058"
"1","322974187347511725892191448873095528450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, 0.5283898392006984, 0.2601476037098547, -0.08169275116831136, -0.7405998501038086, -0.5443623425466392]","0.1736193352929709"
"1","322977399257220054168437491144842149890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.3469235014261823, 0.029005757395069543, 0.2986767784408821, -0.006375898209701249, 0.4362530157992837, 0.026189932124000333, 0.5275857358694129, -0.3213155511010191, -0.5443623425466392]","0.3285587078557185"
"1","322980482025023484193813255939949723650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.510172565209733, -0.005493000761081634, -1.0488162465408597, -0.03075964331545669, 0.34411619239786906, -0.01280301314030873, -0.23401237292774243, -0.7405998501038086, -0.46639367513020413]","0.34828939362227496"
"0","322984378466055935713936106431427248130","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -0.39297839481344826, -0.01280301314030873, -1.1479301034843288, 0.05138160356812705, 0.6251676686998863]","0.7951253337798022"
"1","322988223408782752962239521119337054210","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -0.4851152182148629, 0.054042035884221094, 0.37526611410998184, 0.19114303656905687, 0.0014183293684060325]","0.28314960204068607"
"0","322992992151884486532719276529707778050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, 0.15984254559503971, 0.037330773628088634, -1.1479301034843288, -0.5542512727692355, 0.07938699678484105]","0.33547947262274824"
"1","322997249081056377955578177646159331330","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.022742379839157223, -1.1611073319560048, -0.006375898209701249, -0.3008415714120336, -0.00723259238826458, 0.0706268705911197, -0.2281412624337326, -0.23248767288089903]","0.3866261583531382"
"0","323001399844490500263525519571568164866","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.14282368992446992, -0.660969405727954, 0.6355500346863175, -0.006375898209701249, -1.4986202756304243, -0.00723259238826458, 0.2991063032302663, 1.728518799579285, 1.3268856754478013]","0.2812828610209447"
"1","323007479021400219766848256041026715650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -1.314346628827595, -0.01280301314030873, 0.37526611410998184, 1.0762987789082792, 0.7031363361163212]","0.783053981069257"
"1","323012675596579530364751016588729253890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.020425373859080814, -0.005493000761081634, 0.07409460761059179, -0.006375898209701249, 0.5283898392006984, -0.0629367999087061, 0.0706268705911197, -0.5076641284355923, -0.46639367513020413]","0.5412440940320392"
"1","323022966542608508159561042012438396930","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.3469235014261823, -0.09173989615145958, -0.2627786486348436, -0.006375898209701249, 0.4362530157992837, 0.026189932124000333, 0.14678668147083523, -0.5542512727692355, -0.5443623425466392]","0.48012693531956074"
"0","323026859814514459109110388762157907970","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[4.387299348296789, 0.06350451555122073, 2.0953341450832044, 0.09115908221332053, 1.6340317200176744, -0.11864100742914761, -2.747286131958355, -0.7871869944374519, 0.7031363361163212]","0.305093607665196"
"1","323032317050348441635984648227307782146","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -1.4986202756304243, -0.029514275396441185, 0.37526611410998184, 1.1694730675755656, 0.7811050035327562]","0.2990726156877085"
"1","323037379729933103127156875685734252546","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, 0.08075389462929632, 0.18638569302573693, -0.006375898209701249, 0.5283898392006984, -0.029514275396441185, 0.0706268705911197, -0.461076984101949, -0.46639367513020413]","0.7466520729667924"
"0","323040992534143753580951141289869574146","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, -2.880672626651644, -0.09078890366892685, -0.7671310490857511, 2.8000231192530802, 2.730321688943632]","0.30028671347261415"
"1","323050275697945549933386976834530443266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -1.0379361586233509, -0.11864100742914761, 0.5275857358694129, 0.7967759129064195, 0.39126166645058114]","0.2910911982152383"
"1","323059156382681773822987837175923605506","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.42854803331795766, -0.005493000761081634, -1.0488162465408597, 0.1886940626363423, 0.34411619239786906, -0.00723259238826458, -0.310172183807458, -0.7871869944374519, -0.46639367513020413]","0.5653131792306785"
"1","323069394245841867061390858767335292930","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 2.0953341450832044, -0.1526783688442339, -0.8536625118205216, -0.10750016592505932, 2.27926138610287, 1.728518799579285, 0.31329299903414615]","0.4852705621419997"
"0","323079716090854225418593361831035797506","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.4215876325923336, -0.006375898209701249, 0.8048003094049424, 0.07075329814035354, 0.37526611410998184, -0.2281412624337326, -0.3884250077137691]","0.6271813261880888"
"1","323085739015768559793537223042140340226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -0.3008415714120336, -0.07964806216483855, 0.6037455467491284, 0.09796874790177032, -0.23248767288089903]","0.5580148382626379"
"0","323089774898367036418894238170970456066","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.7548087104612815, -0.09173989615145958, 0.07409460761059179, -0.055143388421212136, -3.4334935670601325, -0.00723259238826458, -2.442646888439493, 3.592004572925016, 4.289695037272332]","0.14685316281019478"
"0","323098122377569539310202277803727126530","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -0.4851152182148629, -0.04622553765257364, -1.1479301034843288, 0.19114303656905687, 0.7031363361163212]","0.25022985660168917"
"1","323114074175810161291234178100538507266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, 0.08075389462929632, 0.2986767784408821, -0.006375898209701249, 0.7126634860035277, -0.00723259238826458, -0.005532940288595828, -0.5542512727692355, -0.46639367513020413]","0.3274911519337387"
"1","323119821386718946026982397620845150210","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, 0.011756378316993955, 0.07409460761059179, -0.006375898209701249, 0.5283898392006984, 0.02061951137195618, 0.22294649235055078, -0.5542512727692355, -0.5443623425466392]","0.49084172453784036"
"1","323131276986736883507555048140624232450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, 0.011756378316993955, -0.3750697340499888, -0.006375898209701249, 0.5283898392006984, 0.026189932124000333, -0.08169275116831136, -0.7405998501038086, -0.5443623425466392]","0.4298647942576522"
"1","323135049831835812775311252703539232770","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.46932181749157137, 0.011756378316993955, 0.07409460761059179, -0.03075964331545669, 0.896937132806357, -0.00723259238826458, -0.3863319946871735, -0.8803612831047384, -0.5443623425466392]","0.7732872907069982"
"1","323138954195684515721867862549411790850","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.8366706927768345, 0.029005757395069543, -0.9365251611257145, -0.006375898209701249, 0.15984254559503971, 0.037330773628088634, 0.22294649235055078, -0.5542512727692355, -0.5443623425466392]","0.02501682952233597"
"1","323142688218983812999399462433641857026","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.387697285599796, -0.03999175891723281, -0.2627786486348436, -0.006375898209701249, 0.896937132806357, -0.00723259238826458, -0.5386516164466045, -1.0201227161056683, -0.5443623425466392]","0.17918184903866663"
"1","323151985643854861919416064816213786626","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, 0.011756378316993955, 0.18638569302573693, -0.006375898209701249, 0.4362530157992837, -0.035084696148485334, 0.37526611410998184, -0.3679026954346624, -0.46639367513020413]","0.6223876938727566"
"0","323156057971408095107067556817410326530","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 0.7478411201014626, 0.11554282731907599, 0.5283898392006984, -0.00723259238826458, -0.005532940288595828, -0.2281412624337326, -0.23248767288089903]","0.45116117251133725"
"1","323160176251295586566636485389799522306","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, -0.48736081946513393, -0.055143388421212136, 0.7126634860035277, -0.0852184829168827, -0.5386516164466045, -0.8803612831047384, -0.46639367513020413]","0.21655289419269674"
"0","323164638381408389934828937627231715330","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.011756378316993955, 1.4215876325923336, -0.006375898209701249, 0.8048003094049424, -0.00723259238826458, 0.37526611410998184, -0.2281412624337326, -0.3884250077137691]","0.3266388325886558"
"1","323168395380874816349717623481356648450","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -0.3008415714120336, -0.168774794197545, 0.6037455467491284, 0.09796874790177032, -0.23248767288089903]","0.09731777178256085"
"1","323172974768668140827731346479536799746","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.09173989615145958, -0.48736081946513393, -0.006375898209701249, 0.4362530157992837, -0.1297818489332359, -0.08169275116831136, -0.6474255614365221, -0.46639367513020413]","0.552466678627996"
"1","323189778269655791151790745058112831490","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.3469235014261823, -0.005493000761081634, -1.0488162465408597, 0.13992657242483142, 0.4362530157992837, 0.04847161513217694, -0.3863319946871735, -0.8803612831047384, -0.5443623425466392]","0.24588655784935332"
"1","323195301264864660518764391006890754050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.022742379839157223, -0.2627786486348436, -0.006375898209701249, 0.4362530157992837, -0.023943854644397033, -0.005532940288595828, -0.5542512727692355, -0.46639367513020413]","0.26556411449495587"
"1","323199364877320017135940380033954217986","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, -1.2222098054261803, -0.06850722066075025, 0.37526611410998184, 0.9365373459073493, 0.5471990012834512]","0.036954685282408084"
"1","323204631173282340287159406742482321410","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.8242340757105694, -0.006375898209701249, -1.0379361586233509, 0.009478669867867875, 0.2991063032302663, 0.6570144799054897, 0.39126166645058114]","0.17773516054355565"
"0","323209632847181865794092503329917763586","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -1.4986202756304243, -0.0016621716362204277, -0.9194506708451822, 1.2626473562428522, 1.5607916776971065]","0.4736070233799058"
"1","323214329492655711384724232457442951170","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, -0.3750697340499888, -0.006375898209701249, 0.5283898392006984, 0.0651828773883094, -0.005532940288595828, -0.7405998501038086, -0.5443623425466392]","0.7515988889521892"
"0","323226771483296951456299922599403716610","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, 0.029005757395069543, -0.8242340757105694, -0.12829462373847847, 0.34411619239786906, -0.01280301314030873, -1.0717702926046133, -0.6474255614365221, 0.0014183293684060325]","0.7589928423296849"
"0","323234806803539148144719475984697524226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, 1.084714376346898, -0.006375898209701249, 0.5283898392006984, 0.003908249115823724, 0.22294649235055078, -0.08837982943280277, -0.23248767288089903]","0.12070244680678588"
"1","323248750167860033525492563784517156866","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.6734216289932837, -0.022742379839157223, -0.9365251611257145, 0.11554282731907599, 0.15984254559503971, -0.00723259238826458, -0.08169275116831136, -0.6008384171028788, -0.46639367513020413]","0.6312904780164726"
"1","323256211083924001798163747818320297986","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, 0.5283898392006984, 0.12088708490875091, -0.08169275116831136, -0.7405998501038086, -0.5443623425466392]","0.778393979212406"
"1","323261821230111636855908746665443590146","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.14282368992446992, -0.07449051707338399, 2.4322074013286397, -0.006375898209701249, 0.7126634860035277, -0.00723259238826458, 1.5176632773057148, 0.3309044695699867, -0.5443623425466392]","0.1108905586805844"
"1","323269248870347349138257325252936859650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, 0.011756378316993955, -0.03819647780455335, -0.006375898209701249, 0.7126634860035277, -0.00723259238826458, -0.23401237292774243, -0.6940127057701654, -0.46639367513020413]","0.20881342646584833"
"1","323274564287770431131967292274415632386","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.10204990575085618, -0.022742379839157223, -0.15048756321969847, -0.006375898209701249, 0.5283898392006984, -0.00723259238826458, -0.005532940288595828, -0.6008384171028788, -0.5443623425466392]","0.7531874007346449"
"1","323288211338763513164816964062010277890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, -0.3750697340499888, -0.006375898209701249, 0.8048003094049424, 0.10417582265261846, -0.462491805566889, -0.973535571772025, -0.5443623425466392]","0.5399233141121477"
"1","323293319178400807786661619840488439810","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.510172565209733, -0.09173989615145958, -0.3750697340499888, -0.006375898209701249, 0.34411619239786906, -0.00723259238826458, 0.14678668147083523, -0.461076984101949, -0.46639367513020413]","0.4294856817474517"
"0","323300357808358575030413430285036290050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.346686051002405, -0.005493000761081634, -0.48736081946513393, -0.006375898209701249, -3.4334935670601325, 0.037330773628088634, -2.5188066993192084, 3.3590688512567994, 4.055789035023027]","0.016725834247208415"
"1","323309300291061560045498429748561444866","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, 0.2986767784408821, -0.006375898209701249, 0.5283898392006984, 0.11531666415670676, 0.45142592498969736, -0.41448983976830567, -0.5443623425466392]","0.27234779860112523"
"0","323322820576994619254708768023686283266","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.057241137995308396, -0.9365251611257145, -0.006375898209701249, -1.590757099031839, -0.00723259238826458, -1.1479301034843288, 1.216060211909209, 1.6387603451135415]","0.7922120292444615"
"0","323350650261359379745931876271681306626","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.836433242353057, -0.005493000761081634, 0.07409460761059179, -0.03075964331545669, -1.7750307458346681, 0.009478669867867875, -2.594966510198924, 1.914867376913858, 2.886259023776502]","0.6276009154414761"
"1","323361512442440085386615951147272372226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -1.0488162465408597, -0.006375898209701249, -0.024431101207789616, -0.04065511690052949, 0.14678668147083523, -0.3679026954346624, -0.3884250077137691]","0.3712481157552525"
"1","323370428779849440695867912425592455170","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, -0.024431101207789616, 0.031760352876044486, 0.7560651685085595, -0.041792685099159496, -0.46639367513020413]","0.09634260366176972"
"1","323379882284200642715930390247597277186","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.2627786486348436, -0.006375898209701249, -0.3008415714120336, 0.04847161513217694, 0.679905357628844, 0.1445558922354136, -0.23248767288089903]","0.7294639015604399"
"1","323387147506703200756386902069992357890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.06119915803269455, 0.029005757395069543, 0.07409460761059179, -0.006375898209701249, 0.5283898392006984, -0.01837343389235288, 0.0706268705911197, -0.5076641284355923, -0.46639367513020413]","0.5578460145232264"
"1","323403933577495097941592846226750046210","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, 0.018007846896054197, -0.39297839481344826, 0.04290119438013279, 0.22294649235055078, 0.004794459234483779, -0.07655033804802899]","0.556969630143472"
"1","323412595592502782460922764544691011586","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.7550461608850592, -0.10898927522953517, -0.8242340757105694, -0.006375898209701249, -1.590757099031839, 0.0651828773883094, 0.14678668147083523, 1.2626473562428522, 1.0150110057820614]","0.2659387115276932"
"1","323427277363298300786021408016277045250","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, 2.0953341450832044, -0.006375898209701249, -0.3008415714120336, 0.1431687679169275, 2.2031015752231546, 1.1228859232419224, -0.23248767288089903]","0.7279136302279583"
"1","323433152131548733486653969300194459650","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.10204990575085618, -0.022742379839157223, 0.07409460761059179, -0.006375898209701249, 0.5283898392006984, -0.00723259238826458, 0.22294649235055078, -0.5076641284355923, -0.5443623425466392]","0.2952348793281684"
"1","323441537640269243224144869991898021890","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.9365251611257145, 0.018007846896054197, -2.419988509644571, -0.00723259238826458, 0.2991063032302663, 2.101215954248431, 1.5607916776971065]","0.19746568959631638"
"1","323448066833142043747506770106695942146","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.42854803331795766, -0.005493000761081634, -0.7119429902954242, -0.006375898209701249, 0.4362530157992837, 0.054042035884221094, -0.08169275116831136, -0.7405998501038086, -0.5443623425466392]","0.7489433445671149"
"0","323457110727893047022342256990776066050","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.5509463493833467, -0.005493000761081634, -0.9365251611257145, -0.006375898209701249, -2.880672626651644, 0.0763237188923977, -1.1479301034843288, 2.567087397584864, 2.730321688943632]","0.6403880859223016"
"1","323462415053373377019744144758251061250","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.2244482218162453, -0.005493000761081634, 0.18638569302573693, -0.03075964331545669, 0.7126634860035277, -0.06850722066075025, -0.08169275116831136, -0.6008384171028788, -0.46639367513020413]","0.2016215272049201"
"1","323468041045193514929657478472015151106","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.6325708812751221, 0.046255136473145136, -0.7119429902954242, -0.006375898209701249, 0.9890739562077717, 0.009478669867867875, -1.0717702926046133, -1.299645582107528, -0.5443623425466392]","0.2320188768949598"
"1","323473446782721863185411485975746576386","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.9182952246686098, -0.005493000761081634, -0.5996519048802791, -0.006375898209701249, -0.024431101207789616, 0.04290119438013279, 0.45142592498969736, -0.2281412624337326, -0.46639367513020413]","0.7302724249465818"
"1","323477799577970396868118875280378036226","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.2652989695344069, -0.005493000761081634, 0.2986767784408821, -0.055143388421212136, 0.4362530157992837, -0.00723259238826458, 0.45142592498969736, -0.3213155511010191, -0.5443623425466392]","0.4490487037094917"
"0","323482031946411908869033122398204985346","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[2.9996823061366076, -0.005493000761081634, 0.2986767784408821, -0.006375898209701249, -1.6828939224332535, -0.023943854644397033, -2.594966510198924, 1.8682802325802148, 2.886259023776502]","0.38631674867680565"
"1","323486184294409281463665583878791364610","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[-0.18367443764263156, -0.005493000761081634, -0.48736081946513393, -0.07952713352696758, 0.5283898392006984, -0.00723259238826458, -0.1578525620480269, -0.7871869944374519, -0.5443623425466392]","0.7428638035177705"
"1","323490124310931115828474926977292304386","1","1.0","annaluo-statlog-1-epsilon-0-batch-500-model-id-1564640176","[0.8774444769504482, -0.005493000761081634, 0.07409460761059179, -0.006375898209701249, 1.173347603010601, 0.05961245663626524, -0.6909712382060357, -1.113297004772955, -0.5443623425466392]","0.31552873370825163"
